term,position
Lyle ,2324215
Lyle ,2324301
Lyle ,2516592
Lyle ,2586494
Lyle ,2586555
Lyle ,2592791
Lyle ,2760519
Lyle ,3059293
Donnie Stott ,333860
Mrs. Clarke ,308221
Mrs. Clarke ,331091
Mrs. Clarke ,540729
Mrs. Clarke ,953057
Mrs. Clarke ,1098378
Mrs. Clarke ,1098540
Mrs. Clarke ,1111361
Mrs. Clarke ,1703373
Mrs. Clarke ,1704058
Mrs. Clarke ,1829454
Mrs. Clarke ,1830406
Mrs. Clarke ,1846057
Mrs. Clarke ,2205315
Mrs. Clarke ,2253572
Mrs. Clarke ,2300499
Mrs. Clarke ,2756072
Mrs. Clarke ,2758694
Mrs. Clarke ,2760077
Mrs. Clarke ,2939721
Mrs. Clarke ,3035668
Mrs. Clarke ,3055192
Mrs. Clarke ,3088844
Brandt ,83006
Brandt ,419744
Brandt ,1118547
Brandt ,2509552
Brandt ,2520709
Brandt ,2522435
Brandt ,2522702
Brandt ,2523411
Brandt ,2524690
Brandt ,2524969
Brandt ,2524998
Brandt ,2525191
Brandt ,2525319
Brandt ,2525370
Brandt ,2525387
Brandt ,2525551
Brandt ,2525804
Brandt ,2525885
Brandt ,2525913
Brandt ,2526098
Brandt ,2526492
Brandt ,2527084
Brandt ,2527109
Brandt ,2527314
Brandt ,2527325
Brandt ,2527523
Brandt ,2527579
Brandt ,2527742
Brandt ,2527919
Brandt ,2527933
Brandt ,2528081
Brandt ,2528216
Brandt ,2528297
Brandt ,2528721
Brandt ,2528754
Brandt ,2528901
Brandt ,2529018
Brandt ,2529386
Brandt ,2529628
Brandt ,2530226
Brandt ,2530416
Brandt ,2624988
Brandt ,2862937
Brandt ,3026277
Kenkle ,83035
Kenkle ,419733
Kenkle ,1118536
Kenkle ,2509541
Kenkle ,2522424
Kenkle ,2522980
Kenkle ,2523208
Kenkle ,2523294
Kenkle ,2523350
Kenkle ,2523430
Kenkle ,2524908
Kenkle ,2525249
Kenkle ,2525874
Kenkle ,2525902
Kenkle ,2526087
Kenkle ,2526466
Kenkle ,2526549
Kenkle ,2526921
Kenkle ,2526944
Kenkle ,2528012
Kenkle ,2528606
Kenkle ,2528631
Kenkle ,2528699
Kenkle ,2528817
Kenkle ,2528935
Kenkle ,2528993
Kenkle ,2529428
Kenkle ,2529753
Kenkle ,2529965
Kenkle ,2530700
Kenkle ,2530739
Kenkle ,2589813
Kenkle ,2624977
Kenkle ,2722205
Kenkle ,2862951
Kenkle ,3026268
Disney R. Leith ,262789
Disney R. Leith ,526948
Disney R. Leith ,3196461
Soma R. ,426655
Soma Ri ,526973
Soma Ri ,2868971
Soma Ri ,2871846
Soma Ri ,2873108
Soma Ri ,2875664
Soma Ri ,2877364
Soma Ri ,2879759
Dr. Dolores Rusk ,1261294
Dr. Dolores Rusk ,1477058
Dr. Dolores Rusk ,1492856
Dr. Dolores Rusk ,1526122
Dr. Dolores Rusk ,1589700
Dr. Dolores Rusk ,1847449
Lateral Alice Moore  ,270227
Lateral Alice Moore  ,319238
Lateral Alice Moore  ,487185
Lateral Alice Moore  ,696428
Lateral Alice Moore  ,1245232
Lateral Alice Moore  ,1246660
Lateral Alice Moore  ,1473795
Lateral Alice Moore  ,1474345
Lateral Alice Moore  ,1479778
Lateral Alice Moore  ,1495692
Lateral Alice Moore  ,1500698
Lateral Alice Moore  ,1524150
Lateral Alice Moore  ,1594622
Lateral Alice Moore  ,3192895
Pemulis  ,103499
Pemulis  ,130041
Pemulis  ,132158
Pemulis  ,162969
Pemulis  ,163035
Pemulis  ,164958
Pemulis  ,178693
Pemulis  ,179585
Pemulis  ,180168
Pemulis  ,261070
Pemulis  ,261299
Pemulis  ,264058
Pemulis  ,265395
Pemulis  ,274307
Pemulis  ,274481
Pemulis  ,280050
Pemulis  ,280345
Pemulis  ,280515
Pemulis  ,282661
Pemulis  ,285398
Pemulis  ,286111
Pemulis  ,304463
Pemulis  ,306932
Pemulis  ,319753
Pemulis  ,321930
Pemulis  ,330829
Pemulis  ,334199
Pemulis  ,340195
Pemulis  ,340707
Pemulis  ,377979
Pemulis  ,418467
Pemulis  ,418851
Pemulis  ,419421
Pemulis  ,420423
Pemulis  ,420816
Pemulis  ,421272
Pemulis  ,422571
Pemulis  ,423675
Pemulis  ,425595
Pemulis  ,426595
Pemulis  ,427183
Pemulis  ,427627
Pemulis  ,427852
Pemulis  ,428031
Pemulis  ,428407
Pemulis  ,429358
Pemulis  ,430765
Pemulis  ,431384
Pemulis  ,431738
Pemulis  ,431878
Pemulis  ,431943
Pemulis  ,432008
Pemulis  ,432237
Pemulis  ,432745
Pemulis  ,473842
Pemulis  ,474444
Pemulis  ,475278
Pemulis  ,477550
Pemulis  ,477589
Pemulis  ,478168
Pemulis  ,478406
Pemulis  ,479533
Pemulis  ,538003
Pemulis  ,557715
Pemulis  ,558122
Pemulis  ,558282
Pemulis  ,558667
Pemulis  ,558995
Pemulis  ,559298
Pemulis  ,560197
Pemulis  ,560534
Pemulis  ,560803
Pemulis  ,594809
Pemulis  ,594975
Pemulis  ,595218
Pemulis  ,595451
Pemulis  ,595788
Pemulis  ,595926
Pemulis  ,597111
Pemulis  ,597924
Pemulis  ,598415
Pemulis  ,598936
Pemulis  ,600130
Pemulis  ,600625
Pemulis  ,601676
Pemulis  ,602210
Pemulis  ,602528
Pemulis  ,602786
Pemulis  ,603767
Pemulis  ,603946
Pemulis  ,604073
Pemulis  ,605128
Pemulis  ,605679
Pemulis  ,606200
Pemulis  ,606456
Pemulis  ,606856
Pemulis  ,608200
Pemulis  ,608958
Pemulis  ,609111
Pemulis  ,610118
Pemulis  ,611123
Pemulis  ,612477
Pemulis  ,614863
Pemulis  ,615616
Pemulis  ,616485
Pemulis  ,616718
Pemulis  ,616751
Pemulis  ,702432
Pemulis  ,738204
Pemulis  ,738302
Pemulis  ,738410
Pemulis  ,741696
Pemulis  ,741944
Pemulis  ,743387
Pemulis  ,743720
Pemulis  ,744527
Pemulis  ,744673
Pemulis  ,745097
Pemulis  ,745496
Pemulis  ,745843
Pemulis  ,746806
Pemulis  ,747056
Pemulis  ,748318
Pemulis  ,749607
Pemulis  ,749951
Pemulis  ,753121
Pemulis  ,753318
Pemulis  ,753333
Pemulis  ,753382
Pemulis  ,754087
Pemulis  ,754271
Pemulis  ,754413
Pemulis  ,754754
Pemulis  ,755289
Pemulis  ,755789
Pemulis  ,755814
Pemulis  ,797127
Pemulis  ,797426
Pemulis  ,798075
Pemulis  ,801459
Pemulis  ,834694
Pemulis  ,883289
Pemulis  ,883326
Pemulis  ,919892
Pemulis  ,920965
Pemulis  ,921138
Pemulis  ,923072
Pemulis  ,924178
Pemulis  ,929553
Pemulis  ,938205
Pemulis  ,940079
Pemulis  ,941379
Pemulis  ,941796
Pemulis  ,943786
Pemulis  ,943895
Pemulis  ,947388
Pemulis  ,947989
Pemulis  ,948079
Pemulis  ,951078
Pemulis  ,954335
Pemulis  ,954379
Pemulis  ,955359
Pemulis  ,955585
Pemulis  ,955839
Pemulis  ,955934
Pemulis  ,956103
Pemulis  ,956612
Pemulis  ,956901
Pemulis  ,957045
Pemulis  ,957615
Pemulis  ,958638
Pemulis  ,958914
Pemulis  ,960459
Pemulis  ,962176
Pemulis  ,963180
Pemulis  ,964626
Pemulis  ,965659
Pemulis  ,967725
Pemulis  ,968024
Pemulis  ,968791
Pemulis  ,969863
Pemulis  ,970236
Pemulis  ,970617
Pemulis  ,970655
Pemulis  ,970737
Pemulis  ,971839
Pemulis  ,972076
Pemulis  ,972233
Pemulis  ,972300
Pemulis  ,972807
Pemulis  ,975358
Pemulis  ,976101
Pemulis  ,980406
Pemulis  ,980912
Pemulis  ,981823
Pemulis  ,1098837
Pemulis  ,1099233
Pemulis  ,1243688
Pemulis  ,1307509
Pemulis  ,1470727
Pemulis  ,1473299
Pemulis  ,1478220
Pemulis  ,1478483
Pemulis  ,1478741
Pemulis  ,1480199
Pemulis  ,1480291
Pemulis  ,1480459
Pemulis  ,1480499
Pemulis  ,1480836
Pemulis  ,1481114
Pemulis  ,1483180
Pemulis  ,1483663
Pemulis  ,1488422
Pemulis  ,1488713
Pemulis  ,1488807
Pemulis  ,1490661
Pemulis  ,1490991
Pemulis  ,1491092
Pemulis  ,1491268
Pemulis  ,1521393
Pemulis  ,1521414
Pemulis  ,1527507
Pemulis  ,1589625
Pemulis  ,1589779
Pemulis  ,1593034
Pemulis  ,1593063
Pemulis  ,1593935
Pemulis  ,1594190
Pemulis  ,1594657
Pemulis  ,1594869
Pemulis  ,1595147
Pemulis  ,1595692
Pemulis  ,1595779
Pemulis  ,1596050
Pemulis  ,1596264
Pemulis  ,1596746
Pemulis  ,1598118
Pemulis  ,1598341
Pemulis  ,1598486
Pemulis  ,1598898
Pemulis  ,1599003
Pemulis  ,1599345
Pemulis  ,1599601
Pemulis  ,1599765
Pemulis  ,1619114
Pemulis  ,1711968
Pemulis  ,1817571
Pemulis  ,1820192
Pemulis  ,1820537
Pemulis  ,1821127
Pemulis  ,1822924
Pemulis  ,1824273
Pemulis  ,1827875
Pemulis  ,1831587
Pemulis  ,1836615
Pemulis  ,1837512
Pemulis  ,1845485
Pemulis  ,1845704
Pemulis  ,1893406
Pemulis  ,1953067
Pemulis  ,1953988
Pemulis  ,1963259
Pemulis  ,2016702
Pemulis  ,2187877
Pemulis  ,2189246
Pemulis  ,2199398
Pemulis  ,2203816
Pemulis  ,2205030
Pemulis  ,2222764
Pemulis  ,2223936
Pemulis  ,2223993
Pemulis  ,2227100
Pemulis  ,2227643
Pemulis  ,2250604
Pemulis  ,2250722
Pemulis  ,2250986
Pemulis  ,2251303
Pemulis  ,2251364
Pemulis  ,2251426
Pemulis  ,2252641
Pemulis  ,2252657
Pemulis  ,2290274
Pemulis  ,2313129
Pemulis  ,2315436
Pemulis  ,2315557
Pemulis  ,2462201
Pemulis  ,2462466
Pemulis  ,2462808
Pemulis  ,2468081
Pemulis  ,2594175
Pemulis  ,2594639
Pemulis  ,2594720
Pemulis  ,2595854
Pemulis  ,2620453
Pemulis  ,2621482
Pemulis  ,2621646
Pemulis  ,2622566
Pemulis  ,2622886
Pemulis  ,2623812
Pemulis  ,2623915
Pemulis  ,2624731
Pemulis  ,2625065
Pemulis  ,2625695
Pemulis  ,2625851
Pemulis  ,2626236
Pemulis  ,2626471
Pemulis  ,2627687
Pemulis  ,2629170
Pemulis  ,2647279
Pemulis  ,2723268
Pemulis  ,2747274
Pemulis  ,2791421
Pemulis  ,2791519
Pemulis  ,2842123
Pemulis  ,2843223
Pemulis  ,2843451
Pemulis  ,2849290
Pemulis  ,2890883
Pemulis  ,2891028
Pemulis  ,2957501
Pemulis  ,2966419
Pemulis  ,2967447
Pemulis  ,2969683
Pemulis  ,2969901
Pemulis  ,2970435
Pemulis  ,2970518
Pemulis  ,2970959
Pemulis  ,2971927
Pemulis  ,2972204
Pemulis  ,2972350
Pemulis  ,2972519
Pemulis  ,2973027
Pemulis  ,2976136
Pemulis  ,2976727
Pemulis  ,2977697
Pemulis  ,2980914
Pemulis  ,2981422
Pemulis  ,2981605
Pemulis  ,2983522
Pemulis  ,2983746
Pemulis  ,2985178
Pemulis  ,2990971
Pemulis  ,2997449
Pemulis  ,2997654
Pemulis  ,2998298
Pemulis  ,3001375
Pemulis  ,3012636
Pemulis  ,3034006
Pemulis  ,3037037
Pemulis  ,3079039
Pemulis  ,3079397
Pemulis  ,3079677
Pemulis  ,3108270
Pemulis  ,3166382
Pemulis  ,3166562
Pemulis  ,3167519
Pemulis  ,3167702
Pemulis  ,3168132
Pemulis  ,3168186
Pemulis  ,3168628
Pemulis  ,3168642
Pemulis  ,3169048
Pemulis  ,3169920
Pemulis  ,3170027
Pemulis  ,3170202
Pemulis  ,3171281
Pemulis  ,3171335
Pemulis  ,3171844
Pemulis  ,3172165
Pemulis  ,3172472
Pemulis  ,3172660
Pemulis  ,3172805
Pemulis  ,3173130
Pemulis  ,3174060
Pemulis  ,3174273
Pemulis  ,3175802
Pemulis  ,3176301
Pemulis  ,3177050
Pemulis  ,3177261
Pemulis  ,3177532
Pemulis  ,3177575
Pemulis  ,3178186
Pemulis  ,3178437
Pemulis  ,3180381
Pemulis  ,3180792
Pemulis  ,3181419
Pemulis  ,3181945
Pemulis  ,3184123
Pemulis  ,3185278
Pemulis  ,3185358
Pemulis  ,3185499
Pemulis  ,3185920
Pemulis  ,3186683
Pemulis  ,3187212
Pemulis  ,3187586
Pemulis  ,3188153
Pemulis  ,3190356
Pemulis  ,3190660
Pemulis  ,3190962
Pemulis  ,3191388
Pemulis  ,3191503
Pemulis  ,3191684
Pemulis  ,3191843
Pemulis  ,3192504
Pemulis  ,3193349
Pemulis  ,3193770
Pemulis  ,3193832
Pemulis  ,3194608
Pemulis  ,3195136
Pemulis  ,3198258
Pemulis  ,3198508
Pemulis  ,3199650
Pemulis  ,3201468
Pemulis  ,3202201
Pemulis  ,3202939
Pemulis  ,3203048
Jim Troeltsch ,129620
Jim Troeltsch ,160848
Jim Troeltsch ,261237
Jim Troeltsch ,271728
Jim Troeltsch ,796797
Jim Troeltsch ,878976
Jim Troeltsch ,941391
Jim Troeltsch ,976025
Jim Troeltsch ,1592982
Jim Troeltsch ,1618921
Jim Troeltsch ,1817420
Jim Troeltsch ,1836783
Jim Troeltsch ,2016173
Jim Troeltsch ,2519485
Jim Troeltsch ,2722061
Jim Troeltsch ,2722183
Jim Troeltsch ,2741698
Jim Troeltsch ,2843199
Jim Troeltsch ,2849231
Jim Troeltsch ,3176950
Jim Troeltsch ,3191560
Ted Schacht ,129635
Ted Schacht ,162894
Ted Schacht ,278623
Ted Schacht ,321037
Ted Schacht ,609587
Ted Schacht ,875582
Ted Schacht ,877300
Ted Schacht ,1637646
Ted Schacht ,1641136
Ted Schacht ,1642009
Ted Schacht ,2792945
Ted Schacht ,2990478
Ted Schacht ,3033537
Ted Schacht ,3036748
James Albrecht Lockley Struck Jr. ,324977
James Albrecht Lockley Struck Jr. ,3117776
Stice ,39487
Stice ,262338
Stice ,264426
Stice ,265474
Stice ,266567
Stice ,266599
Stice ,266672
Stice ,273878
Stice ,274746
Stice ,275013
Stice ,275249
Stice ,278914
Stice ,280603
Stice ,283086
Stice ,283875
Stice ,284147
Stice ,284704
Stice ,286416
Stice ,286574
Stice ,286837
Stice ,327857
Stice ,530611
Stice ,608158
Stice ,746172
Stice ,750630
Stice ,755626
Stice ,1099339
Stice ,1135937
Stice ,1136956
Stice ,1137238
Stice ,1137356
Stice ,1137378
Stice ,1137533
Stice ,1137722
Stice ,1137776
Stice ,1138272
Stice ,1138445
Stice ,1138559
Stice ,1138627
Stice ,1139061
Stice ,1139547
Stice ,1140005
Stice ,1140146
Stice ,1140189
Stice ,1307063
Stice ,1307613
Stice ,1308457
Stice ,1308580
Stice ,1308984
Stice ,1309043
Stice ,1309195
Stice ,1309974
Stice ,1310176
Stice ,1311449
Stice ,1311944
Stice ,1313059
Stice ,1317948
Stice ,1318095
Stice ,1318854
Stice ,1320522
Stice ,1320566
Stice ,1504156
Stice ,1504448
Stice ,1505863
Stice ,1506285
Stice ,1506827
Stice ,1506857
Stice ,1507544
Stice ,1507591
Stice ,1508313
Stice ,1508505
Stice ,1509016
Stice ,1509522
Stice ,1521331
Stice ,1589669
Stice ,1593129
Stice ,1593157
Stice ,1593330
Stice ,1814948
Stice ,1815405
Stice ,1815625
Stice ,1815846
Stice ,1818322
Stice ,1818397
Stice ,1818557
Stice ,1818940
Stice ,1819121
Stice ,1819230
Stice ,1819314
Stice ,1819338
Stice ,1819495
Stice ,1819656
Stice ,1819754
Stice ,1820563
Stice ,1820937
Stice ,1822226
Stice ,1828553
Stice ,1828745
Stice ,1830477
Stice ,1832083
Stice ,1832589
Stice ,1832943
Stice ,1834667
Stice ,1836833
Stice ,1836972
Stice ,1837002
Stice ,1837050
Stice ,1837205
Stice ,1837796
Stice ,1837853
Stice ,1837948
Stice ,1838124
Stice ,1841660
Stice ,1841896
Stice ,1842265
Stice ,1842913
Stice ,1844431
Stice ,1844819
Stice ,1844861
Stice ,1845215
Stice ,1846987
Stice ,1847328
Stice ,1847602
Stice ,1848223
Stice ,1883517
Stice ,1883735
Stice ,1886084
Stice ,1886210
Stice ,1886351
Stice ,1886992
Stice ,1887231
Stice ,1887521
Stice ,1887789
Stice ,1888164
Stice ,1888245
Stice ,1888513
Stice ,1888991
Stice ,1889015
Stice ,1889774
Stice ,1891786
Stice ,1892235
Stice ,1892463
Stice ,1896072
Stice ,1896239
Stice ,1896499
Stice ,1896590
Stice ,1896693
Stice ,1896900
Stice ,1897150
Stice ,1897396
Stice ,1897800
Stice ,1897879
Stice ,1898667
Stice ,1898922
Stice ,1899403
Stice ,1899540
Stice ,1899607
Stice ,1899784
Stice ,1901151
Stice ,1903279
Stice ,1903538
Stice ,1903787
Stice ,1903942
Stice ,1904173
Stice ,1904231
Stice ,1904489
Stice ,1904784
Stice ,1904901
Stice ,1905186
Stice ,1905288
Stice ,1905743
Stice ,1906049
Stice ,1906831
Stice ,1909332
Stice ,1911541
Stice ,1913226
Stice ,1913414
Stice ,1921355
Stice ,1936974
Stice ,1937245
Stice ,1940105
Stice ,1940148
Stice ,1948324
Stice ,1948544
Stice ,1948768
Stice ,1949404
Stice ,1949897
Stice ,1950035
Stice ,1950596
Stice ,1950635
Stice ,1951027
Stice ,1951253
Stice ,1951617
Stice ,1951806
Stice ,1954579
Stice ,1955385
Stice ,1955612
Stice ,1973073
Stice ,1974386
Stice ,2466794
Stice ,2500046
Stice ,2501283
Stice ,2501966
Stice ,2502358
Stice ,2503778
Stice ,2504181
Stice ,2505189
Stice ,2505478
Stice ,2506232
Stice ,2506456
Stice ,2508557
Stice ,2508939
Stice ,2510571
Stice ,2513002
Stice ,2514194
Stice ,2515815
Stice ,2516539
Stice ,2516754
Stice ,2516868
Stice ,2517177
Stice ,2517564
Stice ,2517703
Stice ,2517889
Stice ,2518370
Stice ,2518599
Stice ,2518690
Stice ,2519174
Stice ,2519589
Stice ,2519615
Stice ,2519925
Stice ,2520106
Stice ,2520678
Stice ,2521815
Stice ,2521986
Stice ,2530331
Stice ,2585891
Stice ,2597240
Stice ,2599413
Stice ,2599676
Stice ,2624653
Stice ,2624902
Stice ,2626317
Stice ,2725460
Stice ,2726380
Stice ,2726994
Stice ,2766242
Stice ,2794611
Stice ,2924414
Stice ,2961795
Stice ,2972815
Stice ,3013961
Stice ,3027038
Stice ,3033840
Stice ,3034018
Stice ,3182208
Stice ,3187187
Stice ,3187614
Stice ,3194990
John Wayne  ,271763
John Wayne  ,283570
John Wayne  ,730248
John Wayne  ,733890
John Wayne  ,734107
John Wayne  ,734370
John Wayne  ,739211
John Wayne  ,739986
John Wayne  ,750522
John Wayne  ,759947
John Wayne  ,796238
John Wayne  ,799514
John Wayne  ,881860
John Wayne  ,1113096
John Wayne  ,1307098
John Wayne  ,1329355
John Wayne  ,1329454
John Wayne  ,1482310
John Wayne  ,1597021
John Wayne  ,1597405
John Wayne  ,1815452
John Wayne  ,1827018
John Wayne  ,1927907
John Wayne  ,2596912
John Wayne  ,2767450
John Wayne  ,2768452
John Wayne  ,2768504
John Wayne  ,2770403
John Wayne  ,2789908
John Wayne  ,2862723
John Wayne  ,3039858
John Wayne  ,3187472
Possalthwaite ,267911
Possalthwaite ,268318
Possalthwaite ,268339
Possalthwaite ,307458
Possalthwaite ,320323
Possalthwaite ,882874
Possalthwaite ,945026
Possalthwaite ,951785
Possalthwaite ,962507
Possalthwaite ,978137
Possalthwaite ,979854
Possalthwaite ,983354
Possalthwaite ,1478941
Possalthwaite ,1953465
Possalthwaite ,1953566
Possalthwaite ,1953665
Possalthwaite ,1953903
Possalthwaite ,1953939
Possalthwaite ,1954434
Possalthwaite ,1954895
Possalthwaite ,2026717
Possalthwaite ,2056687
Possalthwaite ,2790211
Possalthwaite ,3034540
Possalthwaite ,3034734
Possalthwaite ,3079262
Possalthwaite ,3166504
Possalthwaite ,3167083
Possalthwaite ,3169793
Possalthwaite ,3170930
Possalthwaite ,3172968
Possalthwaite ,3174915
Possalthwaite ,3175366
Possalthwaite ,3178237
Possalthwaite ,3178831
Possalthwaite ,3179798
Possalthwaite ,3180023
Possalthwaite ,3180988
Possalthwaite ,3181666
Possalthwaite ,3183768
Possalthwaite ,3187599
Prince Q--------- ,83947
Prince Q--------- ,85045
Prince Q--------- ,85176
Prince Q--------- ,89051
Prince Q--------- ,93932
Prince Q--------- ,238785
Prince Q--------- ,239189
Axford  ,130088
Axford  ,130817
Axford  ,264073
Axford  ,267928
Axford  ,267979
Axford  ,268255
Axford  ,418486
Axford  ,418863
Axford  ,419395
Axford  ,421188
Axford  ,422583
Axford  ,423687
Axford  ,537887
Axford  ,537901
Axford  ,557633
Axford  ,595089
Axford  ,595230
Axford  ,595881
Axford  ,596246
Axford  ,597303
Axford  ,597861
Axford  ,601599
Axford  ,602622
Axford  ,603749
Axford  ,604663
Axford  ,605111
Axford  ,605491
Axford  ,608212
Axford  ,608459
Axford  ,611228
Axford  ,614835
Axford  ,615056
Axford  ,615599
Axford  ,615832
Axford  ,616462
Axford  ,742879
Axford  ,755851
Axford  ,800143
Axford  ,882223
Axford  ,933245
Axford  ,941190
Axford  ,941562
Axford  ,941869
Axford  ,943744
Axford  ,943805
Axford  ,947118
Axford  ,948001
Axford  ,950104
Axford  ,952302
Axford  ,952789
Axford  ,952958
Axford  ,956779
Axford  ,956877
Axford  ,957326
Axford  ,967941
Axford  ,971238
Axford  ,972734
Axford  ,975503
Axford  ,980474
Axford  ,982408
Axford  ,1137621
Axford  ,1139429
Axford  ,1262436
Axford  ,1325617
Axford  ,1474619
Axford  ,1476157
Axford  ,1482482
Axford  ,1483038
Axford  ,1500309
Axford  ,1525004
Axford  ,1528041
Axford  ,1822415
Axford  ,1836226
Axford  ,1837524
Axford  ,1884909
Axford  ,2223619
Axford  ,2290285
Axford  ,2520858
Axford  ,2520966
Axford  ,2521032
Axford  ,2895046
Axford  ,2924367
Axford  ,2957513
Axford  ,3038367
Axford  ,3159604
Kyle D. Coyle ,129676
Kyle D. Coyle ,1137296
Shaw ,129704
Shaw ,226874
Shaw ,264404
Shaw ,280200
Shaw ,282415
Shaw ,285309
Shaw ,306724
Shaw ,630666
Shaw ,630737
Shaw ,733539
Shaw ,750923
Shaw ,798549
Shaw ,947609
Shaw ,1262447
Shaw ,1308511
Shaw ,1397836
Shaw ,1623681
Shaw ,1821485
Shaw ,1822198
Shaw ,1830587
Shaw ,1840367
Shaw ,1884900
Shaw ,1973944
Shaw ,2021553
Shaw ,2288148
Shaw ,2790071
Shaw ,3014055
Shaw ,3034079
Shaw ,3129788
Keith Freer ,275616
Keith Freer ,750666
Keith Freer ,800696
Keith Freer ,801095
Keith Freer ,1816340
Keith Freer ,1827033
Keith Freer ,1841045
Keith Freer ,1846888
Keith Freer ,1847698
Keith Freer ,2624007
Keith Freer ,3013065
Keith Freer ,3166544
Keith Freer ,3171747
Keith Freer ,3174316
Keith Freer ,3180818
Rader ,162562
Rader ,162652
Rader ,162845
Rader ,264348
Rader ,264959
Rader ,284730
Rader ,556656
Rader ,556900
Rader ,557852
Rader ,558812
Rader ,745855
Rader ,1326318
Rader ,2511512
Rader ,2790985
Rader ,3129817
Rader ,3181244
Rader ,3181735
Rader ,3185431
Rader ,3186652
Petropolis Kahn ,38799
Petropolis Kahn ,1318168
Petropolis Kahn ,1320704
Petropolis Kahn ,1817185
Petropolis Kahn ,1832761
Petropolis Kahn ,2593532
Petropolis Kahn ,2593822
Petropolis Kahn ,2621137
Petropolis Kahn ,2967283
Dymphna  ,38559
Dymphna  ,38686
Dymphna  ,1639324
Dymphna  ,1639987
Beak  ,266799
Beak  ,282470
Beak  ,282545
Beak  ,284741
Beak  ,302880
Beak  ,303539
Beak  ,307491
Beak  ,310152
Beak  ,330977
Beak  ,331503
Beak  ,882595
Beak  ,1329574
Beak  ,3035182
Ingersoll  ,266813
Ingersoll  ,268011
Ingersoll  ,268286
Ingersoll  ,280370
Ingersoll  ,283945
Ingersoll  ,285239
Ingersoll  ,286557
Ingersoll  ,303835
Ingersoll  ,306099
Ingersoll  ,307500
Ingersoll  ,308077
Ingersoll  ,308306
Ingersoll  ,308403
Ingersoll  ,309247
Ingersoll  ,310134
Ingersoll  ,310443
Ingersoll  ,312268
Ingersoll  ,312429
Ingersoll  ,312730
Ingersoll  ,313268
Ingersoll  ,557110
Ingersoll  ,936893
Ingersoll  ,949648
Ingersoll  ,950544
Ingersoll  ,961143
Ingersoll  ,961507
Ingersoll  ,961729
Ingersoll  ,961807
Ingersoll  ,961877
Ingersoll  ,962572
Ingersoll  ,962722
Ingersoll  ,963959
Ingersoll  ,964030
Ingersoll  ,964697
Ingersoll  ,965963
Ingersoll  ,966371
Ingersoll  ,967425
Ingersoll  ,968080
Ingersoll  ,971944
Ingersoll  ,972052
Ingersoll  ,972249
Ingersoll  ,972432
Ingersoll  ,972653
Ingersoll  ,972820
Ingersoll  ,973723
Ingersoll  ,973904
Ingersoll  ,974192
Ingersoll  ,975090
Ingersoll  ,975158
Ingersoll  ,975592
Ingersoll  ,975739
Ingersoll  ,975968
Ingersoll  ,976958
Ingersoll  ,977599
Ingersoll  ,980098
Ingersoll  ,1838394
Ingersoll  ,1838645
Ingersoll  ,1846828
Ingersoll  ,2184557
Ingersoll  ,2511531
Ingersoll  ,3037589
Blott  ,282479
Blott  ,303385
Blott  ,303609
Blott  ,303729
Blott  ,304870
Blott  ,309071
Blott  ,309173
Blott  ,309947
Blott  ,312313
Blott  ,313181
Blott  ,314834
Blott  ,331492
Blott  ,1127925
Blott  ,1711687
Blott  ,1916994
Blott  ,1920661
Blott  ,1923585
Blott  ,1923645
Blott  ,1923817
Blott  ,1923886
Blott  ,1925987
Blott  ,1926441
Blott  ,1927436
Blott  ,1928105
Blott  ,1928311
Blott  ,1928744
Blott  ,1928860
Blott  ,1928965
Blott  ,1929000
Blott  ,1929117
Blott  ,1929800
Blott  ,1931181
Blott  ,1934802
Blott  ,1935091
Blott  ,1936876
Blott  ,2026740
Blott  ,2027015
Blott  ,2055662
Blott  ,2056732
Blott  ,3036245
Arslanian  ,267785
Arslanian  ,305407
Arslanian  ,305463
Arslanian  ,307355
Arslanian  ,308325
Arslanian  ,308499
Arslanian  ,308795
Arslanian  ,310076
Arslanian  ,310907
Arslanian  ,313191
Arslanian  ,313252
Arslanian  ,882710
Arslanian  ,1846862
Arslanian  ,2026680
Arslanian  ,2027141
Arslanian  ,2791118
Whale  ,326991
Whale  ,1640641
Whale  ,1924770
Whale  ,1927731
Whale  ,2795161
Whale  ,2796294
LaMont Chu  ,314982
LaMont Chu  ,319372
LaMont Chu  ,882457
LaMont Chu  ,940486
LaMont Chu  ,945441
LaMont Chu  ,948952
LaMont Chu  ,961666
LaMont Chu  ,969753
LaMont Chu  ,971637
LaMont Chu  ,972313
LaMont Chu  ,978113
LaMont Chu  ,978509
LaMont Chu  ,978540
LaMont Chu  ,979800
LaMont Chu  ,982190
LaMont Chu  ,1122235
LaMont Chu  ,1326652
LaMont Chu  ,1921104
LaMont Chu  ,2185458
LaMont Chu  ,2187095
LaMont Chu  ,2189032
LaMont Chu  ,2196832
LaMont Chu  ,2219175
LaMont Chu  ,2590936
LaMont Chu  ,2742734
LaMont Chu  ,3106671
Peterson  ,315011
Peterson  ,319393
Peterson  ,946568
Peterson  ,951592
Peterson  ,962391
Peterson  ,975949
Peterson  ,977382
Peterson  ,1926141
Peterson  ,1927556
Peterson  ,1927828
Peterson  ,1931091
Peterson  ,1931474
Peterson  ,1934684
Peterson  ,1935569
Peterson  ,2587323
Peterson  ,2590882
Peterson  ,3190078
McKenna  ,315031
McKenna  ,941108
McKenna  ,957948
McKenna  ,978070
